time (unix)	dt (s)	source (°C)
1616500584.543	0.138	5.2140
1616500595.553	0.140	5.1920
1616500606.555	0.149	5.1530
1616500617.546	0.140	5.1270
1616500628.571	0.158	5.1080
1616500639.529	0.117	5.0680
1616500650.552	0.136	5.0490
1616500661.553	0.146	5.0190
1616500672.548	0.132	4.9920
1616500683.551	0.138	4.9750
1616500694.546	0.140	4.9340
1616500705.544	0.138	4.9210
1616500716.554	0.140	4.8950
1616500727.552	0.137	4.8620
1616500738.546	0.140	4.8540
1616500749.544	0.138	4.8190
1616500760.571	0.155	4.7960
1616500782.570	0.153	4.7540
1616500793.538	0.133	4.7350
1616500804.537	0.131	4.7110
1616500815.539	0.125	4.6900
1616500826.560	0.148	4.6760
1616500837.562	0.156	4.6490
1616500848.561	0.154	4.6370
1616500859.531	0.117	4.6160
1616500870.538	0.124	4.5890
1616500881.560	0.145	4.5830
1616500892.530	0.124	4.5570
1616500903.515	0.102	4.5410
1616500914.532	0.119	4.5260
1616500925.539	0.125	4.5010
1616500936.537	0.124	4.4910
1616500947.523	0.118	4.4730
1616500958.537	0.131	4.4540
1616500969.529	0.115	4.4460
1616500980.532	0.126	4.4250
1616501002.521	0.115	4.3970
1616501013.522	0.110	4.3820
1616501024.537	0.124	4.3650
1616501035.531	0.125	4.3550
1616501046.506	0.100	4.3360
1616501057.533	0.119	4.3230
1616501068.529	0.117	4.3150
1616501079.525	0.118	4.2970
1616501090.515	0.108	4.2890
1616501101.532	0.119	4.2710
1616501112.523	0.107	4.2610
1616501123.547	0.141	4.2500
1616501134.529	0.123	4.2360
1616501145.523	0.108	4.2250
1616501156.530	0.114	4.2150
1616501167.547	0.141	4.2030
1616501178.514	0.108	4.1900
1616501189.524	0.110	4.1820
1616501200.549	0.132	4.1710
1616501222.520	0.106	4.1500
1616501233.512	0.107	4.1380
1616501244.545	0.133	4.1310
1616501255.521	0.105	4.1220
1616501266.538	0.132	4.1070
1616501277.515	0.109	4.1040
1616501288.535	0.129	4.0900
1616501299.512	0.098	4.0800
1616501310.515	0.108	4.0710
1616501321.516	0.103	4.0630
1616501332.514	0.102	4.0570
1616501343.546	0.132	4.0500
1616501354.519	0.105	4.0410
1616501365.557	0.143	4.0350
1616501376.537	0.125	4.0250
1616501387.532	0.125	4.0220
1616501398.538	0.133	4.0100
1616501409.505	0.098	4.0040
1616501420.516	0.104	3.9980
1616501442.516	0.099	3.9830
1616501453.512	0.098	3.9720
1616501464.522	0.116	3.9700
1616501475.533	0.121	3.9610
1616501486.531	0.119	3.9570
1616501497.557	0.140	3.9500
1616501508.505	0.093	3.9400
1616501519.507	0.101	3.9340
1616501530.506	0.100	3.9280
1616501541.532	0.118	3.9280
1616501552.553	0.141	3.9170
1616501563.527	0.111	3.9170
1616501574.500	0.088	3.9060
1616501585.509	0.092	3.9050
1616501596.522	0.110	3.8990
1616501607.529	0.115	3.8900
1616501618.524	0.118	3.8880
1616501629.538	0.132	3.8790
1616501640.520	0.114	3.8740
1616501651.531	0.118	3.8740
1616501662.522	0.109	3.8710
1616501673.498	0.083	3.8580
1616501684.517	0.111	3.8630
1616501695.492	0.086	3.8540
1616501706.538	0.133	3.8430
1616501717.520	0.114	3.8440
1616501728.515	0.099	3.8410
1616501739.492	0.086	3.8410
1616501750.514	0.108	3.8310
1616501761.541	0.128	3.8250
1616501772.538	0.125	3.8300
1616501783.553	0.139	3.8180
1616501794.531	0.125	3.8140
1616501805.507	0.101	3.8130
1616501816.536	0.130	3.8100
1616501827.492	0.076	3.8030
1616501838.533	0.127	3.8050
1616501849.509	0.102	3.8030
1616501860.506	0.100	3.7960
1616501882.516	0.102	3.7910
1616501893.549	0.131	3.7880
1616501904.545	0.132	3.7850
1616501915.508	0.102	3.7830
1616501926.506	0.101	3.7810
1616501937.525	0.111	3.7740
1616501948.549	0.135	3.7770
1616501959.547	0.134	3.7650
1616501970.528	0.116	3.7650
1616501981.500	0.094	3.7610
1616501992.524	0.117	3.7570
1616502003.521	0.115	3.7590
1616502014.538	0.126	3.7570
1616502025.545	0.133	3.7540
1616502036.522	0.107	3.7530
1616502047.539	0.132	3.7500
1616502058.537	0.130	3.7440
1616502069.523	0.111	3.7430
1616502080.539	0.122	3.7380
1616502102.536	0.132	3.7390
1616502113.524	0.110	3.7340
1616502124.536	0.124	3.7280
1616502135.532	0.126	3.7330
1616502146.530	0.124	3.7280
1616502157.532	0.120	3.7260
1616502168.532	0.117	3.7230
1616502179.537	0.125	3.7190
1616502190.515	0.110	3.7180
1616502201.514	0.108	3.7190
1616502212.516	0.104	3.7110
1616502223.517	0.099	3.7170
1616502234.520	0.106	3.7120
1616502245.516	0.110	3.7120
1616502256.524	0.118	3.7120
1616502267.515	0.108	3.7070
1616502278.525	0.112	3.7070
1616502289.507	0.095	3.7070
1616502300.506	0.093	3.7070
1616502322.518	0.105	3.7070
1616502333.509	0.097	3.7010
1616502344.516	0.103	3.7010
1616502355.523	0.111	3.6960
1616502366.521	0.109	3.6960
1616502377.539	0.124	3.6950
1616502388.529	0.113	3.6950
1616502399.514	0.109	3.6920
1616502410.508	0.095	3.6910
1616502421.533	0.115	3.6910
1616502432.529	0.114	3.6900
1616502443.515	0.109	3.6880
1616502454.524	0.111	3.6850
1616502465.525	0.108	3.6890
1616502476.522	0.109	3.6800
1616502487.525	0.119	3.6820
1616502498.498	0.092	3.6780
1616502509.517	0.102	3.6830
1616502520.508	0.091	3.6820
1616502542.514	0.109	3.6770
1616502553.524	0.112	3.6790
1616502564.508	0.093	3.6680
1616502575.513	0.100	3.6700
1616502586.509	0.103	3.6710
1616502597.516	0.110	3.6640
1616502608.514	0.108	3.6680
1616502619.502	0.089	3.6650
1616502630.524	0.112	3.6680
1616502641.515	0.101	3.6630
1616502652.514	0.099	3.6630
1616502663.507	0.101	3.6680
1616502674.499	0.093	3.6620
1616502685.515	0.103	3.6670
1616502696.507	0.095	3.6630
1616502707.506	0.094	3.6680
1616502718.514	0.100	3.6580
1616502729.500	0.095	3.6590
1616502740.491	0.085	3.6650
1616502762.499	0.087	3.6620
1616502773.514	0.101	3.6610
1616502784.517	0.101	3.6520
1616502795.506	0.092	3.6580
1616502806.492	0.086	3.6580
1616502817.499	0.093	3.6540
1616502828.513	0.107	3.6580
1616502839.510	0.092	3.6550
1616502850.505	0.092	3.6510
1616502861.494	0.088	3.6520
1616502872.499	0.093	3.6570
1616502883.505	0.100	3.6510
1616502894.510	0.098	3.6480
1616502905.515	0.102	3.6550
1616502916.513	0.099	3.6550
1616502927.507	0.101	3.6500
1616502938.519	0.106	3.6500
1616502949.513	0.107	3.6550
1616502960.500	0.086	3.6520
1616502982.502	0.089	3.6570
1616502993.499	0.086	3.6520
1616503004.513	0.100	3.6470
1616503015.500	0.094	3.6520
1616503026.498	0.093	3.6520
1616503037.500	0.087	3.6500
1616503048.489	0.077	3.6520
1616503059.509	0.104	3.6520
1616503070.492	0.086	3.6470
1616503081.491	0.085	3.6470
1616503092.509	0.097	3.6520
1616503103.494	0.079	3.6410
1616503114.496	0.079	3.6470
1616503125.517	0.104	3.6460
1616503136.492	0.080	3.6400
1616503147.509	0.092	3.6430
1616503158.517	0.102	3.6470
1616503169.508	0.092	3.6430
1616503180.515	0.101	3.6460
1616503202.519	0.105	3.6420
1616503213.503	0.098	3.6410
1616503224.498	0.085	3.6410
1616503235.509	0.103	3.6410
1616503246.507	0.101	3.6350
1616503257.516	0.103	3.6400
1616503268.508	0.092	3.6410
1616503279.529	0.115	3.6400
1616503290.499	0.093	3.6360
1616503301.499	0.093	3.6410
1616503312.524	0.112	3.6390
1616503323.500	0.087	3.6350
1616503334.525	0.108	3.6400
1616503345.506	0.092	3.6410
1616503356.502	0.097	3.6360
1616503367.493	0.087	3.6360
1616503378.507	0.102	3.6410
1616503389.492	0.085	3.6360
1616503400.500	0.087	3.6360
1616503411.524	0.108	3.6390
1616503422.498	0.084	3.6410
1616503433.493	0.086	3.6360
1616503455.498	0.093	3.6360
1616503466.507	0.095	3.6410
1616503477.514	0.101	3.6360
1616503488.503	0.096	3.6410
1616503499.493	0.086	3.6370
1616503510.491	0.085	3.6410
1616503521.517	0.103	3.6330
1616503532.516	0.101	3.6340
1616503543.497	0.084	3.6360
1616503554.516	0.109	3.6310
1616503565.490	0.084	3.6350
1616503576.501	0.086	3.6330
1616503587.531	0.113	3.6300
1616503598.492	0.086	3.6310
1616503609.488	0.083	3.6360
1616503620.523	0.109	3.6340
1616503642.523	0.105	3.6300
1616503653.509	0.104	3.6360
1616503664.515	0.109	3.6370
1616503675.483	0.077	3.6350
1616503686.507	0.095	3.6340
1616503697.506	0.094	3.6380
1616503708.538	0.123	3.6350
1616503719.484	0.078	3.6300
1616503730.507	0.101	3.6300
1616503741.517	0.104	3.6350
1616503752.509	0.097	3.6310
1616503763.507	0.095	3.6320
1616503774.506	0.093	3.6300
1616503785.516	0.110	3.6310
1616503796.482	0.076	3.6250
1616503807.508	0.095	3.6300
1616503818.523	0.111	3.6310
1616503829.521	0.108	3.6320
1616503840.525	0.119	3.6260
1616503862.521	0.114	3.6320
1616503873.516	0.102	3.6310
1616503884.506	0.093	3.6300
1616503895.514	0.099	3.6300
1616503906.516	0.111	3.6280
1616503917.514	0.108	3.6310
1616503928.517	0.103	3.6330
1616503939.501	0.087	3.6310
1616503950.516	0.102	3.6310
1616503961.523	0.110	3.6350
1616503972.498	0.085	3.6230
1616503983.509	0.103	3.6330
1616503994.507	0.102	3.6300
1616504005.507	0.100	3.6350
1616504016.509	0.097	3.6300
1616504027.499	0.086	3.6260
1616504038.514	0.100	3.6310
1616504049.516	0.111	3.6350
1616504060.506	0.100	3.6280
1616504071.508	0.096	3.6260
1616504082.499	0.087	3.6300
1616504093.490	0.078	3.6280
1616504104.500	0.085	3.6330
1616504115.506	0.094	3.6360
1616504126.507	0.091	3.6400
1616504137.499	0.093	3.6450
1616504148.510	0.098	3.6510
1616504159.502	0.089	3.6600
1616504170.500	0.087	3.6630
1616504181.509	0.093	3.6680
1616504192.514	0.101	3.6780
1616504203.509	0.103	3.6880
1616504214.483	0.077	3.6950
1616504225.511	0.097	3.7060
1616504236.509	0.097	3.7110
1616504247.508	0.095	3.7220
1616504258.510	0.092	3.7330
1616504269.497	0.085	3.7440
1616504280.508	0.101	3.7550
1616504291.515	0.109	3.7730
1616504302.509	0.096	3.7790
1616504313.508	0.094	3.7930
1616504324.505	0.092	3.8070
1616504335.517	0.111	3.8290
1616504346.500	0.095	3.8360
1616504357.500	0.094	3.8560
1616504368.499	0.092	3.8760
1616504379.501	0.088	3.8890
1616504390.500	0.085	3.9080
1616504401.514	0.101	3.9230
1616504412.499	0.084	3.9440
1616504423.510	0.104	3.9610
1616504434.515	0.110	3.9780
1616504445.491	0.085	4.0000
1616504456.500	0.087	4.0170
1616504467.498	0.085	4.0390
1616504478.509	0.103	4.0580
1616504489.491	0.085	4.0780
1616504500.499	0.087	4.1000
1616504511.508	0.095	4.1260
1616504522.515	0.103	4.1360
1616504533.491	0.077	4.1620
1616504544.522	0.107	4.1950
1616504555.499	0.093	4.2030
1616504566.498	0.093	4.2420
1616504577.507	0.096	4.2570
1616504588.514	0.101	4.2800
1616504599.514	0.097	4.3080
1616504610.507	0.101	4.3310
1616504621.507	0.101	4.3610
1616504632.516	0.103	4.3770
1616504643.540	0.123	4.4070
1616504654.513	0.098	4.4290
1616504665.508	0.102	4.4610
1616504676.484	0.077	4.4820
1616504687.507	0.101	4.5110
1616504698.533	0.120	4.5380
1616504709.507	0.092	4.5600
1616504720.503	0.097	4.5950
1616504731.537	0.122	4.6140
1616504742.491	0.084	4.6400
1616504753.510	0.096	4.6740
1616504764.532	0.120	4.6940
1616504775.531	0.118	4.7260
1616504786.505	0.093	4.7570
1616504797.492	0.085	4.7760
1616504808.509	0.097	4.8090
1616504819.507	0.095	4.8420
1616504830.545	0.131	4.8590
1616504841.532	0.126	4.8980
1616504852.499	0.092	4.9210
1616504863.541	0.128	4.9500
1616504874.530	0.118	4.9840
1616504885.529	0.115	5.0080
1616504896.525	0.120	5.0440
1616504907.524	0.118	5.0690
1616504918.531	0.125	5.1000
1616504929.492	0.086	5.1390
1616504940.530	0.124	5.1560
1616504951.499	0.087	5.1920
1616504962.522	0.110	5.2190
1616504973.522	0.109	5.2490
1616504984.528	0.113	5.2840
1616504995.515	0.110	5.3160
1616505006.514	0.109	5.3410
1616505017.495	0.080	5.3740
1616505028.524	0.110	5.4070
1616505039.525	0.109	5.4270
1616505050.517	0.101	5.4710
1616505061.537	0.123	5.4960
1616505072.485	0.078	5.5270
1616505083.524	0.118	5.5670
1616505094.522	0.116	5.5840
1616505105.516	0.103	5.6280
1616505116.532	0.116	5.6560
1616505127.521	0.107	5.6830
1616505138.515	0.109	5.7190
1616505149.522	0.115	5.7470
1616505160.533	0.119	5.7810
1616505171.514	0.102	5.8130
1616505182.521	0.106	5.8430
1616505193.507	0.101	5.8680
1616505204.515	0.103	5.9080
1616505215.533	0.114	5.9360
1616505226.522	0.109	5.9670
1616505237.538	0.123	5.9990
1616505248.515	0.109	6.0280
1616505259.514	0.108	6.0600
1616505270.524	0.110	6.1020
1616505281.523	0.110	6.1240
1616505292.522	0.109	6.1620
1616505303.528	0.114	6.1900
1616505314.523	0.117	6.2160
1616505325.513	0.108	6.2640
1616505336.525	0.109	6.2860
1616505347.524	0.107	6.3160
1616505358.528	0.113	6.3570
1616505369.514	0.108	6.3810
1616505380.507	0.094	6.4200
1616505391.514	0.100	6.4500
1616505402.525	0.119	6.4790
1616505413.514	0.108	6.5110
1616505424.524	0.112	6.5450
1616505435.523	0.109	6.5750
1616505446.521	0.108	6.6110
1616505457.507	0.101	6.6430
1616505468.507	0.101	6.6730
1616505479.523	0.111	6.7070
1616505490.516	0.100	6.7400
1616505501.514	0.099	6.7770
1616505512.508	0.102	6.8020
1616505523.507	0.101	6.8370
1616505534.514	0.108	6.8720
1616505545.508	0.096	6.8950
1616505556.508	0.091	6.9460
1616505567.501	0.094	6.9620
1616505578.498	0.093	6.9950
1616505589.499	0.086	7.0450
1616505600.505	0.091	7.0530
1616505611.499	0.093	7.1070
1616505622.516	0.103	7.1310
1616505633.507	0.095	7.1460
1616505644.498	0.085	7.2130
1616505655.508	0.102	7.2170
1616505666.498	0.092	7.2600
1616505677.498	0.086	7.2980
1616505688.497	0.082	7.3130
1616505699.507	0.100	7.3620
1616505710.515	0.103	7.3900
1616505721.498	0.085	7.4110
1616505732.492	0.085	7.4600
1616505743.517	0.104	7.4770
1616505754.499	0.085	7.5110
1616505765.506	0.090	7.5530
1616505776.491	0.084	7.5660
1616505787.507	0.095	7.6210
1616505798.525	0.107	7.6390
1616505809.512	0.097	7.6680
1616505820.491	0.085	7.7200
1616505831.516	0.103	7.7210
1616505842.498	0.085	7.7810
1616505853.493	0.087	7.7960
1616505864.499	0.093	7.8270
1616505875.499	0.093	7.8800
1616505886.516	0.103	7.8850
1616505897.507	0.090	7.9320
1616505908.492	0.085	7.9630
1616505919.508	0.095	7.9780
1616505930.514	0.098	8.0390
1616505941.490	0.085	8.0460
1616505952.508	0.095	8.0910
1616505963.490	0.077	8.1220
1616505974.507	0.101	8.1350
1616505985.488	0.083	8.1920
1616505996.498	0.084	8.2120
1616506007.499	0.094	8.2380
1616506018.505	0.099	8.2870
1616506029.508	0.093	8.2950
1616506040.514	0.099	8.3460
1616506051.500	0.093	8.3690
1616506062.491	0.084	8.3890
1616506073.499	0.087	8.4410
1616506084.497	0.086	8.4520
1616506095.501	0.095	8.4950
1616506106.491	0.086	8.5320
1616506117.499	0.093	8.5450
1616506128.508	0.096	8.5970
1616506139.499	0.085	8.6120
1616506150.503	0.089	8.6480
1616506161.509	0.097	8.6810
1616506172.515	0.101	8.7010
1616506183.497	0.082	8.7450
1616506194.497	0.091	8.7670
1616506205.499	0.082	8.8020
1616506216.507	0.101	8.8400
1616506227.505	0.099	8.8550
1616506238.499	0.085	8.9020
1616506249.496	0.082	8.9310
1616506260.491	0.085	8.9460
1616506271.499	0.086	9.0040
1616506282.514	0.101	9.0100
1616506293.520	0.105	9.0450
1616506304.491	0.084	9.0880
1616506315.509	0.095	9.0970
1616506326.523	0.106	9.1480
1616506337.491	0.085	9.1630
1616506348.508	0.095	9.2000
1616506359.507	0.091	9.2350
1616506370.493	0.086	9.2530
1616506381.498	0.092	9.3000
1616506392.500	0.086	9.3200
1616506403.505	0.093	9.3400
1616506414.493	0.087	9.3960
1616506425.491	0.085	9.3960
1616506436.515	0.103	9.4480
1616506447.505	0.092	9.4720
1616506458.507	0.101	9.4870
1616506469.491	0.078	9.5450
1616506480.513	0.100	9.5500
1616506491.508	0.102	9.5940
1616506502.506	0.100	9.6210
1616506513.500	0.087	9.6330
1616506524.508	0.092	9.6860
1616506535.522	0.105	9.7030
1616506546.507	0.101	9.7330
1616506557.505	0.099	9.7720
1616506568.508	0.094	9.7830
1616506579.522	0.107	9.8370
1616506590.500	0.094	9.8550
1616506601.499	0.093	9.8760
1616506612.499	0.087	9.9220
1616506623.497	0.084	9.9340
1616506634.491	0.085	9.9720
1616506645.517	0.105	10.0010
1616506656.500	0.087	10.0290
1616506667.500	0.082	10.0560
1616506678.492	0.086	10.0840
1616506689.506	0.101	10.1200
1616506700.509	0.096	10.1380
1616506711.507	0.093	10.1830
1616506722.514	0.099	10.1970
1616506733.492	0.086	10.2240
1616506744.506	0.100	10.2670
1616506755.500	0.087	10.2790
1616506766.508	0.091	10.3240
1616506777.492	0.086	10.3430
1616506788.513	0.107	10.3720
1616506799.499	0.083	10.4030
1616506810.509	0.102	10.4290
1616506821.499	0.092	10.4560
1616506832.515	0.102	10.4900
1616506843.497	0.083	10.5140
1616506854.508	0.103	10.5460
1616506865.492	0.086	10.5680
1616506876.490	0.085	10.6050
1616506887.492	0.078	10.6320
1616506898.507	0.092	10.6530
1616506909.499	0.093	10.6870
1616506920.490	0.084	10.7160
1616506931.508	0.093	10.7380
1616506942.521	0.106	10.7760
1616506953.482	0.077	10.7950
1616506964.509	0.095	10.8270
1616506975.524	0.107	10.8560
1616506986.512	0.097	10.8760
1616506997.492	0.086	10.9170
1616507008.513	0.107	10.9350
1616507019.500	0.086	10.9680
1616507030.505	0.092	10.9930
1616507041.498	0.093	11.0190
1616507052.502	0.088	11.0540
1616507063.515	0.102	11.0660
1616507074.513	0.100	11.1140
1616507085.491	0.085	11.1250
1616507096.508	0.096	11.1550
1616507107.507	0.090	11.1950
1616507118.507	0.101	11.2090
1616507129.513	0.107	11.2470
1616507140.517	0.101	11.2730
1616507151.522	0.108	11.2920
1616507162.507	0.101	11.3250
1616507173.494	0.089	11.3430
1616507184.501	0.095	11.3840
1616507195.498	0.093	11.4030
1616507206.499	0.087	11.4230
1616507217.507	0.093	11.4700
1616507228.503	0.089	11.4730
1616507239.511	0.098	11.5150
1616507250.497	0.090	11.5410
1616507261.515	0.097	11.5530
1616507272.483	0.078	11.6040
1616507283.510	0.096	11.6090
1616507294.507	0.094	11.6460
1616507305.511	0.097	11.6810
1616507316.500	0.087	11.6880
1616507327.497	0.085	11.7360
1616507338.508	0.102	11.7490
1616507349.506	0.100	11.7790
1616507360.498	0.085	11.8090
1616507371.506	0.091	11.8260
1616507382.508	0.102	11.8620
1616507393.506	0.100	11.8810
1616507404.514	0.102	11.9150
1616507415.514	0.099	11.9410
1616507426.506	0.099	11.9610
1616507437.506	0.091	11.9930
1616507448.507	0.101	12.0130
1616507459.501	0.087	12.0360
1616507470.516	0.100	12.0720
1616507481.512	0.098	12.0890
1616507492.490	0.084	12.1180
1616507503.516	0.103	12.1480
1616507514.506	0.090	12.1670
1616507525.499	0.093	12.2020
1616507536.506	0.100	12.2260
1616507547.507	0.093	12.2460
1616507558.506	0.091	12.2820
1616507569.497	0.091	12.2960
1616507580.508	0.091	12.3260
1616507591.498	0.092	12.3660
1616507602.499	0.085	12.3690
1616507613.506	0.090	12.4070
1616507624.506	0.101	12.4290
1616507635.508	0.096	12.4450
1616507646.517	0.101	12.4850
1616507657.513	0.099	12.4990
1616507668.498	0.092	12.5330
1616507679.507	0.094	12.5590
1616507690.521	0.107	12.5760
1616507701.506	0.100	12.6100
1616507712.493	0.078	12.6290
1616507723.505	0.092	12.6600
1616507734.506	0.100	12.6850
1616507745.499	0.087	12.6990
1616507756.519	0.106	12.7370
1616507767.513	0.107	12.7560
1616507778.491	0.077	12.7800
1616507789.492	0.087	12.8100
1616507800.499	0.093	12.8260
1616507811.515	0.102	12.8620
1616507822.512	0.099	12.8790
1616507833.507	0.101	12.9000
1616507844.508	0.096	12.9350
1616507855.521	0.105	12.9450
1616507866.489	0.084	12.9860
1616507877.491	0.077	13.0060
1616507888.484	0.078	13.0240
1616507899.498	0.092	13.0620
1616507910.499	0.085	13.0730
1616507921.504	0.089	13.1070
1616507932.505	0.100	13.1350
1616507943.514	0.101	13.1430
1616507954.494	0.088	13.1900
1616507965.507	0.100	13.2000
1616507976.505	0.093	13.2270
1616507987.500	0.094	13.2590
1616507998.498	0.092	13.2680
1616508009.524	0.111	13.3060
1616508020.504	0.090	13.3290
1616508031.491	0.085	13.3410
1616508042.523	0.111	13.3810
1616508053.507	0.090	13.3950
1616508064.491	0.084	13.4220
1616508075.508	0.095	13.4540
1616508086.506	0.090	13.4650
1616508097.521	0.115	13.5010
1616508108.521	0.108	13.5190
1616508119.516	0.110	13.5400
1616508130.522	0.116	13.5730
1616508141.490	0.078	13.5840
1616508152.505	0.090	13.6230
1616508163.514	0.108	13.6400
1616508174.525	0.111	13.6600
1616508185.490	0.077	13.6930
1616508196.508	0.103	13.7040
1616508207.498	0.091	13.7420
1616508218.517	0.100	13.7570
1616508229.528	0.113	13.7780
1616508240.491	0.085	13.8170
1616508251.491	0.078	13.8180
1616508262.521	0.105	13.8590
1616508273.514	0.109	13.8780
1616508284.531	0.118	13.8920
1616508295.489	0.077	13.9320
1616508306.513	0.108	13.9400
1616508317.507	0.094	13.9730
1616508328.521	0.106	13.9950
1616508339.521	0.115	14.0120
1616508350.490	0.078	14.0470
1616508361.524	0.118	14.0550
1616508372.489	0.084	14.0900
1616508383.507	0.092	14.1030
1616508394.507	0.101	14.1320
1616508405.521	0.115	14.1580
1616508416.506	0.092	14.1750
1616508427.499	0.093	14.2060
1616508438.509	0.097	14.2210
1616508449.521	0.110	14.2500
1616508460.511	0.096	14.2740
1616508471.506	0.092	14.2890
1616508482.515	0.109	14.3220
